,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
603,2014-02-06 00:00:00,13.2752,146.28,35.3,130.71,2441.067,110.535,128.333,34.955,19862.5918,147,117.5,70.61,2.437,0.981,1.62,1.696,0.123,0.71,0.061,3.55,1.39,2.749,2.215,4.52,4.055,3.512,3.761,3.937,2.274,0.983,1.587,0.22,1.026,2.747,3.54,2.765,2.568,1.0959,51721.64,0.94,0.94,140.92,386.67,2402091,861.988,5.123123,1.85,126.37,143.33,4.5532,1.609,1.215,0.998,2.289,124.632,133.03125,11.535,34.707,2.2096,3.7135,3.8339,3.945,4.0286,4.0516,4.0513,4.036,4.0139,3.9898,3.9417,3.3876,3.5181,3.6255,3.6725,2.2436,3.3,3.506,3.6,3.648,38.5,34.75,19.75,3.3295,3.5353,3.6265,3.6705,120.66
604,2014-02-05 00:00:00,13.284,145.02,34.62,131.19,2509.868,110.63,127.947,34.8938,20227.7598,147.53,117.24,71.57,2.391,0.98,1.587,1.636,0.076,0.645,0.042,3.52,1.4,2.708,2.215,4.516,4.038,3.492,3.741,3.916,2.221,0.948,1.531,0.183,0.991,2.689,3.545,2.775,2.568,1.0959,50947.4,0.945,0.935,139.1,386.67,2402091,859.991,5.122728,1.825,126.79,144.07,4.5198,1.551,1.188,0.962,2.239,124.709,133.40625,11.522,34.9046,2.2383,3.6822,3.8048,3.9182,4.0052,4.0304,3.991,4.0152,3.9927,3.9676,3.919,3.3245,3.4834,3.5933,3.6683,2.2246,3.271,3.478,3.571,3.619,39.25,35.25,20.13,3.304,3.5115,3.603,3.6495,120.83
605,2014-02-04 00:00:00,13.3226,148.99,34.53,131.5,2711.326,110.625,128.043,35.4388,20620.1172,147.51,118.92,72.21,2.346,0.961,1.555,1.65,0.082,0.652,0.042,3.53,1.4,2.737,2.215,4.502,4.023,3.44,3.694,3.868,2.219,0.966,1.537,0.168,0.991,2.701,3.544,2.77,2.57,1.0959,50890.8,0.94,0.94,139,386.67,2402091,864.074,5.122334,1.825,126.76,143.98,4.4633,1.555,1.203,0.974,2.23,124.557,134.15625,11.486,35.0225,2.2382,3.634,3.7546,3.8655,3.9499,3.974,3.9742,3.9595,3.9374,3.9126,3.8644,3.3111,3.4383,3.546,3.6477,2.2039,3.236,3.439,3.528,3.574,38.75,35,19.75,3.2613,3.4643,3.556,3.6015,121
606,2014-02-03 00:00:00,13.5354,150.85,35.53,131.89,2818.919,110.63,127.612,35.215,20397,147.6,121.18,72.54,2.296,0.932,1.509,1.644,0.079,0.651,0.041,3.53,1.4,2.721,2.215,4.542,4.068,3.373,3.621,3.788,2.212,0.964,1.531,0.176,0.989,2.689,3.607,2.797,2.575,1.0959,51578.66,0.955,0.935,140.32,386.67,2402091,869.144,5.121939,1.82,126.75,144.02,4.3751,1.551,1.203,0.975,2.231,124.934,134.90625,11.458,35.4388,2.2832,3.5607,3.6779,3.7859,3.839,3.8894,3.8888,3.8746,3.8527,3.8276,3.7797,3.2135,3.3682,3.4748,3.601,2.2046,3.214,3.413,3.501,3.544,38.25,34,19.25,3.2,3.3965,3.485,3.5285,121.14
607,2014-01-31 00:00:00,13.3573,150.85,35.53,131.43,2804.146,110.645,127.891,34.9858,20414.0801,147.62,121.18,72.54,2.339,0.947,1.553,1.659,0.068,0.65,0.036,3.53,1.4,2.735,2.215,4.552,4.075,3.445,3.693,3.859,2.208,0.95,1.515,0.192,1.017,2.707,3.615,2.803,2.58,1.0959,51757.74,0.935,0.945,140.32,386.67,2402091,869.144,5.115473,1.8,126.73,143.88,4.4641,1.537,1.2,0.96,2.226,124.616,133.59375,11.409,35.1525,2.2564,3.6389,3.7562,3.8635,3.9095,3.966,3.9265,3.9512,3.9295,3.9048,3.8567,3.294,3.4476,3.5564,3.5985,2.2183,3.259,3.455,3.54,3.583,38.25,34.25,19.38,3.2665,3.464,3.5525,3.5963,120.93
608,2014-01-30 00:00:00,13.3652,149.79,35.45,131.12,2690.472,110.585,127.821,35.3533,20760.0195,147.22,120.78,72.01,2.374,0.971,1.58,1.715,0.095,0.706,0.06,3.53,1.4,2.782,2.215,4.559,4.065,3.49,3.73,3.897,2.254,0.974,1.554,0.196,1.025,2.751,3.615,2.803,2.58,1.0959,51756.65,0.935,0.945,140.13,386.67,2390678,862.398,5.113319,1.81,126.42,143.23,4.5228,1.578,1.223,0.991,2.272,125.03,133.28125,11.364,34.9893,2.2692,3.6927,3.8072,3.9117,3.9892,4.0091,4.0073,3.9927,3.9704,3.9452,3.8966,3.3495,3.5039,3.619,3.5985,2.2183,3.298,3.492,3.581,3.627,37.75,33.75,19,3.3085,3.5035,3.5905,3.6338,120.82
609,2014-01-29 00:00:00,13.3986,149.38,34.12,131.25,2644.115,110.55,127.903,34.6519,20644.5469,147.01,120.36,71.38,2.365,0.962,1.573,1.742,0.111,0.721,0.079,3.53,1.39,2.801,2.215,4.596,4.123,3.468,3.709,3.878,2.271,0.984,1.568,0.212,1.04,2.762,3.615,2.803,2.58,1.0959,52320.1,0.935,0.945,140.93,386.67,2390678,851.692,5.111167,1.81,126.26,142.9,4.5017,1.595,1.223,0.998,2.288,125.07,133.5,11.41,35.13,2.2612,3.6704,3.7845,3.8887,3.9651,3.9841,3.9825,3.9688,3.9469,3.9214,3.8727,3.327,3.4817,3.5841,3.6341,2.2205,3.299,3.497,3.584,3.627,37.75,34.33,18.75,3.2895,3.484,3.57,3.6125,120.82
610,2014-01-28 00:00:00,13.2572,148.89,34.31,130.72,2613.728,110.52,127.923,34.5842,19663.541,146.78,119.68,70.27,2.422,0.969,1.606,1.677,0.124,0.757,0.078,3.54,1.39,2.826,2.215,4.57,4.11,3.537,3.77,3.934,2.308,1.007,1.609,0.24,1.056,2.806,3.602,2.795,2.583,1.0959,52617.73,0.925,0.93,140.83,386.67,2390678,848.414,5.109015,1.83,126.05,142.46,4.5872,1.637,1.243,1.03,2.33,124.956,132.625,11.299,34.7576,2.2522,3.7469,3.8593,3.9596,4.0015,4.0501,4.0075,4.0335,4.0113,3.9858,3.9367,3.4055,3.5603,3.6645,3.6163,2.2098,3.341,3.535,3.621,3.665,37,33.25,18.5,3.3503,3.5435,3.6275,3.6693,120.64
611,2014-01-27 00:00:00,13.366,150.12,35.28,130.43,2703.945,110.51,128.07,34.7365,19578.3223,146.76,120.7,71.15,2.426,0.983,1.62,1.665,0.134,0.757,0.086,3.52,1.39,2.827,2.215,4.548,4.099,3.528,3.759,3.924,2.291,1.014,1.609,0.233,1.05,2.775,3.607,2.8,2.58,1.0959,52717.46,0.88,0.905,138.71,386.67,2390678,849.316,5.106864,1.82,126.04,142.55,4.5582,1.632,1.238,1.03,2.309,124.112,132.34375,11.321,34.7238,2.2832,3.734,3.8437,3.9416,3.98,4.0284,4.0255,4.0098,3.987,3.9617,3.9128,3.4291,3.5494,3.6509,3.6735,2.223,3.31,3.502,3.585,3.626,36,32.13,17.5,3.3385,3.5283,3.6115,3.6521,120.51
612,2014-01-24 00:00:00,13.46,153.77,34.57,130.74,2645.895,110.525,129.024,34.2773,20000.9277,147.04,121.76,71.31,2.399,0.967,1.592,1.658,0.126,0.749,0.081,3.51,1.39,2.829,2.215,4.584,4.125,3.493,3.726,3.891,2.275,1.004,1.595,0.221,1.053,2.772,3.585,2.785,2.565,1.0959,53667.95,0.9,0.92,138.65,386.67,2390678,854.468,5.100417,1.81,126.11,142.66,4.5157,1.623,1.2299,1.025,2.295,124.646,132.84375,11.236,34.4786,2.3362,3.6921,3.8022,3.902,3.9435,3.9916,3.951,3.9736,3.9518,3.9276,3.8795,3.3565,3.5067,3.6091,3.6325,2.2386,3.304,3.498,3.581,3.622,36.13,32.25,17.5,3.3063,3.498,3.5805,3.6215,120.65
613,2014-01-23 00:00:00,13.4018,155.26,34.77,130.76,2375.984,110.455,128.939,34.0904,20402.8145,146.47,123.86,70.96,2.405,0.969,1.596,1.709,0.156,0.801,0.08,3.51,1.39,2.909,2.215,4.62,4.167,3.551,3.776,3.944,2.327,1.034,1.646,0.243,1.078,2.81,3.655,2.81,2.56,1.0959,54699.99,0.915,0.915,140.44,386.67,2342366,857.577,5.09827,1.815,125.81,142.04,4.5888,1.675,1.24,1.052,2.347,124.446,132.3125,11.16,34.1347,2.2927,3.7664,3.8761,3.9754,4.0155,4.0619,4.0589,4.0445,4.0217,3.9956,3.9463,3.4335,3.5841,3.6747,3.6325,2.2386,3.352,3.544,3.627,3.668,36.25,32.88,18.38,3.366,3.5585,3.6405,3.6815,120.67
614,2014-01-22 00:00:00,13.3108,153.18,34.79,129.93,2182.017,110.43,128.107,33.876,20588.3926,146.15,125.18,71.06,2.493,1.009,1.68,1.757,0.171,0.837,0.083,3.57,1.38,2.92,2.215,4.627,4.175,3.641,3.862,4.017,2.372,1.06,1.685,0.266,1.103,2.886,3.68,2.825,2.56,1.0959,54957.11,0.905,0.915,143.13,386.67,2342366,858.533,5.096123,1.84,125.63,141.51,4.6581,1.712,1.253,1.079,2.393,124.164,131.0625,11.181,33.945,2.2587,3.8586,3.9647,4.0596,4.094,4.1391,4.1348,4.1198,4.0972,4.0721,4.0228,3.534,3.6795,3.7787,3.6821,2.2494,3.406,3.595,3.675,3.712,35,31.5,17.25,3.441,3.6285,3.71,3.748,120.23
615,2014-01-21 00:00:00,13.2728,152.28,35.21,129.89,2046.884,110.43,127.11,33.8775,20406.8555,146.1,124.03,70.99,2.508,1.031,1.712,1.738,0.16,0.817,0.076,3.57,1.38,2.902,2.215,4.609,4.158,3.618,3.842,4.014,2.337,1.037,1.643,0.287,1.118,2.834,3.665,2.815,2.558,1.0959,54907.28,0.93,0.925,143.11,386.67,2342366,863.425,5.093978,1.82,125.68,141.65,4.6268,1.678,1.233,1.059,2.364,124.344,131.40625,11.221,33.9708,2.2515,3.8157,3.9281,4.0291,4.1018,4.1181,4.1148,4.1007,4.078,4.052,4.0024,3.5095,3.6297,3.7318,3.7594,2.2703,3.379,3.572,3.656,3.697,35,31.5,17,3.4093,3.6018,3.6868,3.7287,120.14
616,2014-01-20 00:00:00,13.2362,154.07,36.26,129.97,2033.761,110.43,127.151,33.4141,19901.8574,146.03,123.7,70.88,2.491,1.018,1.68,1.741,0.165,0.822,0.066,3.56,1.38,2.903,2.215,4.597,4.126,3.609,3.843,4.019,2.33,1.03,1.636,0.294,1.133,2.828,3.65,2.808,2.558,1.0959,54759.9,0.935,0.915,142.88,386.67,2342366,870.014,5.091833,1.815,125.62,141.57,4.6482,1.669,1.23,1.054,2.349,124.892,131.3125,11.246,33.7878,2.2404,3.8164,3.9286,4.0312,4.1056,4.1232,4.1221,4.108,4.086,4.0615,4.0127,3.5028,3.6253,3.7174,3.748,2.2702,3.392,3.586,3.672,3.713,35.75,32.25,17.5,3.41,3.6065,3.692,3.7345,120.25
617,2014-01-17 00:00:00,13.2459,153.21,36.16,129.76,2053.13,110.41,127.151,33.4141,19923.3242,145.57,123.34,70.01,2.505,1.023,1.696,1.753,0.173,0.842,0.059,3.58,1.38,2.905,2.215,4.605,4.135,3.609,3.843,4.019,2.366,1.055,1.678,0.305,1.153,2.831,3.65,2.798,2.55,1.0959,54343.57,0.945,0.93,142.32,386.67,2342366,876.355,5.086473,1.815,125.55,141.4,4.648,1.716,1.2446,1.081,2.395,124.892,131.3125,11.262,33.5845,2.2337,3.8132,3.9269,4.03,4.076,4.124,4.0835,4.1077,4.0854,4.061,4.0124,3.473,3.6246,3.7226,3.748,2.2831,3.399,3.596,3.683,3.725,35.75,32.25,17.75,3.4103,3.6075,3.692,3.735,120.12
618,2014-01-16 00:00:00,13.2761,153.58,36.96,129.47,1935.523,110.395,129.328,33.4295,20066.6836,145.46,123.04,70.97,2.529,1.043,1.727,1.779,0.178,0.873,0.069,3.58,1.37,2.912,2.215,4.648,4.186,3.634,3.863,4.045,2.381,1.049,1.694,0.308,1.159,2.811,3.645,2.79,2.548,1.0959,54595.47,0.945,0.935,143.29,386.67,2295988,879.602,5.0854,1.8175,125.41,141.16,4.6945,1.727,1.255,1.077,2.401,124.116,131.09375,11.253,33.395,2.2069,3.842,3.9567,4.0595,4.134,4.1532,4.113,4.136,4.1133,4.0884,4.0394,3.498,3.6526,3.7565,3.748,2.2831,3.411,3.611,3.698,3.742,36,31.84,17.75,3.4338,3.63,3.7153,3.76,119.98
619,2014-01-15 00:00:00,13.1982,157,36.93,128.99,1887.652,110.325,123.67,33.376,19769.1172,145.05,123.96,72.43,2.581,1.068,1.777,1.825,0.215,0.923,0.073,3.63,1.36,2.962,2.215,4.688,4.192,3.693,3.922,4.098,2.432,1.086,1.736,0.341,1.192,2.863,3.665,2.805,2.548,1.0959,54636.74,0.95,0.935,146.62,386.67,2295988,879.431,5.084327,1.845,125.08,140.54,4.7487,1.775,1.275,1.114,2.463,124,130.53125,11.251,33.4042,2.1911,3.896,4.0113,4.1156,4.164,4.2106,4.168,4.1944,4.1716,4.1464,4.0969,3.548,3.7018,3.808,3.7726,2.2883,3.464,3.663,3.752,3.796,35.5,31.75,17.25,3.4815,3.6772,3.7655,3.8095,119.78
620,2014-01-14 00:00:00,13.09,156.36,36.85,128.96,1851.558,110.33,123.67,33.3235,19838.2109,145.07,124.81,72.8,2.586,1.056,1.771,1.814,0.203,0.806,0.064,3.59,1.36,2.96,2.215,4.675,4.177,3.67,3.895,4.078,2.403,1.082,1.716,0.344,1.198,2.834,3.645,2.81,2.548,1.0959,54174.93,0.95,0.94,143.66,386.67,2295988,881.058,5.083254,1.825,125.15,140.68,4.7267,1.748,1.253,1.101,2.429,123.965,130.65625,11.276,33.3298,2.1837,3.8677,3.9845,4.089,4.137,4.1845,4.1835,4.1687,4.1458,4.1202,4.0707,3.5215,3.6755,3.7811,3.823,2.3077,3.429,3.629,3.716,3.759,35.16,31.58,17,3.453,3.6515,3.7395,3.786,119.81
621,2014-01-13 00:00:00,13.0851,152.07,36.66,129.25,1804.304,110.38,123.74,33.1176,19944.7383,144.88,125.33,70.48,2.544,1.037,1.723,1.817,0.182,0.805,0.057,3.6,1.36,2.943,2.215,4.703,4.18,3.638,3.872,4.05,2.381,1.028,1.672,0.358,1.226,2.828,3.627,2.795,2.545,1.0959,54222.47,0.985,0.945,143.68,386.67,2295988,882.087,5.082181,1.81,125.19,140.65,4.6749,1.71,1.213,1.052,2.409,124.732,131.09375,11.325,33.2991,2.1794,3.8034,3.9242,4.0333,4.084,4.1405,4.141,4.1262,4.1034,4.0779,4.0287,3.4505,3.6036,3.7091,3.8017,2.3067,3.391,3.593,3.683,3.729,34.25,31.13,16.5,3.4075,3.611,3.702,3.749,120
622,2014-01-10 00:00:00,12.9676,153.19,36.68,129.13,1748.575,110.365,121.589,33.2444,19536.127,144.6,126.17,70.23,2.558,1.015,1.726,1.843,0.187,0.83,0.044,3.66,1.36,2.942,2.215,4.712,4.211,3.666,3.891,4.08,2.404,1.03,1.694,0.377,1.244,2.873,3.652,2.81,2.535,1.0959,53712.51,0.965,0.945,145.15,386.67,2295988,884.478,5.078964,1.805,125.01,140.25,4.726,1.732,1.218,1.054,2.44,124.692,130.71875,11.335,33.0769,2.1656,3.8511,3.969,4.0761,4.1225,4.1777,4.139,4.1621,4.139,4.1132,4.0637,3.5005,3.6561,3.7636,3.7999,2.3408,3.428,3.63,3.719,3.764,35,31.5,17,3.4435,3.6465,3.736,3.7815,119.96
623,2014-01-09 00:00:00,13.0916,151.93,36.26,127.72,1730.991,110.315,119.295,33.0654,20169.5156,144.36,122.97,68.54,2.686,1.098,1.873,1.915,0.213,0.902,0.04,3.65,1.36,2.953,2.215,4.726,4.23,3.763,3.983,4.153,2.464,1.041,1.729,0.385,1.25,2.983,3.674,2.79,2.528,1.0959,53394.53,0.96,0.94,142.28,386.67,2311706,885.709,5.077893,1.81,124.65,139.56,4.8092,1.768,1.223,1.069,2.491,124.675,129.34375,11.332,33.1955,2.1778,3.9605,4.0714,4.1707,4.2414,4.2584,4.217,4.2407,4.2177,4.1924,4.1428,3.6516,3.7728,3.875,3.7999,2.3408,3.539,3.733,3.821,3.865,33.75,30.13,15.75,3.5323,3.7255,3.8103,3.8525,119.13
624,2014-01-08 00:00:00,13.1362,155.96,37.05,127.36,1750.829,110.265,118.875,35.6804,19985.9941,144.5,121.8,68.08,2.722,1.112,1.902,1.904,0.229,0.903,0.041,3.67,1.35,2.901,2.215,4.693,4.201,3.793,4.002,4.163,2.454,1.033,1.717,0.363,1.219,2.973,3.645,2.75,2.528,1.0959,53642.19,0.965,0.915,142.97,386.67,2311706,887.661,5.076821,1.81,124.6,139.54,4.8534,1.739,1.205,1.05,2.467,124.531,128.78125,11.342,33.2216,2.1857,3.9824,4.0941,4.1935,4.2375,4.2795,4.2375,4.2618,4.2385,4.2127,4.1626,3.6445,3.7946,3.8969,3.8795,2.3632,3.548,3.748,3.835,3.877,33.38,30,16,3.55,3.742,3.827,3.8703,119.06
625,2014-01-07 00:00:00,13.0184,153.51,38.19,127.74,1689.516,110.295,118.449,32.8559,19246.3184,144.57,123.22,65.76,2.681,1.111,1.871,1.886,0.214,0.879,0.044,3.64,1.34,2.884,2.215,4.709,4.219,3.772,3.993,4.167,2.444,1.039,1.717,0.352,1.197,2.95,3.65,2.76,2.533,1.0959,53907.02,0.965,0.915,142.76,386.67,2311706,893.452,5.07575,1.82,124.72,139.76,4.8322,1.767,1.225,1.073,2.479,124.656,129.3125,11.372,33.136,2.1673,3.9348,4.0565,4.1652,4.215,4.2663,4.2285,4.2503,4.2268,4.201,4.1511,3.5765,3.7347,3.843,3.8921,2.3377,3.493,3.697,3.789,3.836,33.75,30.63,16.25,3.5145,3.718,3.8098,3.858,119.17
626,2014-01-06 00:00:00,13.0907,147.74,38.63,127.31,1648.67,110.295,117.803,32.8559,19527.0508,144.31,122.85,63.37,2.716,1.129,1.91,1.907,0.212,0.894,0.037,3.65,1.35,2.894,2.215,4.724,4.228,3.789,4.008,4.183,2.496,1.077,1.786,0.372,1.21,2.972,3.645,2.763,2.538,1.0959,53986.87,0.96,0.93,143.52,386.67,2311706,901.901,5.074679,1.84,124.61,139.54,4.8574,1.825,1.25,1.1,2.535,124.681,129.03125,11.425,33.1808,2.1712,3.9547,4.0762,4.1846,4.2335,4.2865,4.247,4.2711,4.2475,4.2211,4.1711,3.596,3.7535,3.8613,3.8849,2.3055,3.5,3.701,3.79,3.836,33.75,30.5,16.25,3.5315,3.7365,3.8265,3.8738,118.93
627,2014-01-03 00:00:00,13.1075,153.96,38.59,126.95,1655.213,110.295,117.629,32.8559,19148.1641,143.66,123.63,66.1,2.752,1.137,1.941,1.944,0.209,0.923,0.056,3.71,1.31,2.937,2.215,4.728,4.234,3.82,4.036,4.204,2.499,1.064,1.77,0.438,1.258,3.024,3.7,2.833,2.558,1.0959,54322.54,0.965,0.915,147.7,386.67,2311706,913.094,5.071467,1.875,124.45,139.09,4.8952,1.825,1.25,1.1,2.535,124.601,128.53125,11.45,33.179,2.1779,3.9978,4.1149,4.219,4.268,4.3115,4.3096,4.293,4.269,4.2432,4.1931,3.648,3.8009,3.909,3.9248,2.3123,3.535,3.738,3.827,3.874,33.5,30.13,15.75,3.5635,3.763,3.85,3.8953,118.81
628,2014-01-02 00:00:00,13.1528,159.87,38.96,127.01,1651.891,110.295,117.735,32.8559,19354.5449,143.67,124.27,68.31,2.742,1.127,1.931,1.941,0.214,0.932,0.055,3.71,1.3,3.029,2.215,4.711,4.221,3.819,4.028,4.202,2.51,1.086,1.788,0.207,1.073,3.027,3.68,2.83,2.558,1.0959,54997.19,0.95,0.93,149.86,386.67,2309032,917.209,5.070192,1.89,124.41,139.12,4.9041,1.839,1.26,1.114,2.539,124.68,128.625,11.484,33.0989,2.1712,3.9983,4.1152,4.2207,4.2956,4.3138,4.3118,4.2956,4.2716,4.2454,4.1952,3.6716,3.8016,3.9059,3.9248,2.3123,3.539,3.743,3.832,3.879,34,30.5,16,3.5613,3.762,3.85,3.895,118.83
629,2014-01-01 00:00:00,13.0398,163.24,40.2,126.74,1689.616,110.3,120.349,32.8559,18977.0547,143.67,126.4,69.8,2.758,1.137,1.943,1.929,0.213,0.922,0.085,3.66,1.3,3,2.215,4.709,4.222,3.869,4.081,4.251,2.504,1.087,1.782,0.207,1.073,3.022,3.585,2.788,2.563,1.0959,54481.85,0.951,0.9,149.07,386.67,2309032,917.876,5.068917,1.895,124.43,139.17,4.9735,1.858,1.265,1.139,2.557,124.598,128.3125,11.546,33.2202,2.1483,4.0476,4.1549,4.265,4.3479,4.3602,4.3567,4.3461,4.3239,4.2967,4.246,3.7159,3.8548,3.9599,3.9221,2.3025,3.547,3.748,3.843,3.895,33.75,30.25,14,3.5985,3.8015,3.893,3.929,118.76
630,2013-12-31 00:00:00,13.0367,163.24,40.2,126.74,1653.598,110.3,120.349,32.8559,18913.1406,143.67,126.4,69.8,2.758,1.137,1.943,1.929,0.213,0.922,0.085,3.65,1.3,3,2.215,4.717,4.223,3.869,4.081,4.251,2.504,1.087,1.782,0.207,1.073,3.022,3.585,2.788,2.563,1.0959,54481.85,0.945,0.92,149.07,386.67,2309032,917.876,5.067643,1.895,124.43,139.17,4.961,1.858,1.265,1.139,2.557,124.598,128.3125,11.634,32.9,2.148,4.0513,4.1622,4.2673,4.3322,4.3444,4.3557,4.3453,4.3231,4.296,4.2454,3.7168,3.8514,3.9585,3.9679,2.2889,3.547,3.748,3.843,3.895,33.25,29.63,15.38,3.5985,3.8015,3.895,3.929,118.76
631,2013-12-30 00:00:00,13.0718,163.53,40.42,127.05,1703.599,110.3,120.399,32.7083,19064.4512,143.67,128.16,69.03,2.739,1.121,1.924,1.93,0.21,0.925,0.05,3.65,1.3,2.986,2.215,4.727,4.227,3.796,4.009,4.182,2.504,1.087,1.782,0.207,1.073,3.033,3.585,2.79,2.563,1.0959,54221.14,0.945,0.915,149.97,386.67,2309032,920.949,5.066369,1.895,124.43,139.17,4.8839,1.858,1.273,1.139,2.557,124.609,128.78125,11.67,32.8165,2.1236,3.9652,4.0794,4.1831,4.2588,4.2784,4.238,4.2616,4.2381,4.2122,4.1622,3.6115,3.7686,3.8829,3.9679,2.2889,3.502,3.7,3.789,3.835,32.75,29.4,14.75,3.53,3.728,3.817,3.8625,118.85
632,2013-12-27 00:00:00,13.0563,163.51,39.61,126.53,1702.826,110.24,120.603,32.5599,18318.7949,143.58,127.48,68.88,2.78,1.133,1.963,1.956,0.243,0.958,0.063,3.62,1.33,3.009,2.215,4.723,4.224,3.838,4.05,4.217,2.52,1.102,1.804,0.217,1.095,3.074,3.55,2.77,2.563,1.0959,53782.5,0.94,0.92,149.24,386.67,2309032,921.216,5.062548,1.895,124.23,138.96,4.9086,1.856,1.27,1.142,2.549,124.655,128.28125,11.712,32.767,2.1544,3.9957,4.1135,4.2171,4.261,4.312,4.2745,4.2955,4.2718,4.2456,4.1954,3.647,3.8018,3.9243,3.9367,2.2651,3.534,3.735,3.826,3.875,32.75,28.75,14.5,3.5585,3.7565,3.846,3.893,118.68
633,2013-12-26 00:00:00,13.0843,163.21,39.21,127.21,1702.826,110.27,120.747,32.592,18970.6309,143.92,127.15,68.4,2.716,1.128,1.907,1.892,0.23,0.888,0.097,3.62,1.3,2.976,2.215,4.721,4.222,3.816,4.023,4.204,2.454,1.075,1.738,0.204,1.067,2.976,3.575,2.815,2.588,1.0959,52889.21,0.94,0.91,149.25,386.67,2287682,920.898,5.061276,1.885,124.64,139.75,4.8936,1.798,1.2375,1.114,2.493,124.712,128.5,11.773,32.6664,2.127,3.9883,4.105,4.2083,4.2505,4.3031,4.2635,4.2855,4.2615,4.2353,4.1852,3.6405,3.7964,3.9044,3.9367,2.2651,3.52,3.714,3.801,3.846,32.94,29.75,15,3.553,3.753,3.8425,3.8885,118.98
634,2013-12-25 00:00:00,13.028,164.02,39.04,127.21,1702.826,110.27,120.903,32.592,18355.8906,143.92,127,68.44,2.716,1.128,1.907,1.892,0.23,0.888,0.097,3.61,1.3,2.976,2.215,4.717,4.223,3.805,4,4.172,2.454,1.075,1.738,0.204,1.067,2.976,3.565,2.82,2.588,1.0955,52889.21,0.94,0.91,150.31,386.67,2287682,919.009,5.060003,1.885,124.64,139.75,4.9315,1.798,1.2375,1.114,2.493,124.734,128.6875,11.818,32.6986,2.0956,3.9763,4.0886,4.1877,4.2484,4.2615,4.2682,4.2527,4.2305,4.2063,4.1573,3.663,3.7867,3.8892,3.9239,2.2591,3.52,3.714,3.801,3.846,33,29.5,15.25,3.538,3.731,3.816,3.858,118.98
635,2013-12-24 00:00:00,13.0328,164.02,39.04,127.21,1697.374,110.27,120.903,32.592,18680.8652,143.92,127,68.44,2.716,1.128,1.907,1.892,0.23,0.888,0.097,3.63,1.3,2.975,2.215,4.718,4.223,3.805,4,4.172,2.454,1.075,1.738,0.204,1.067,2.976,3.565,2.82,2.588,1.0911,52889.21,0.94,0.91,150.31,386.67,2287682,919.009,5.058731,1.875,124.64,139.75,4.9312,1.798,1.245,1.114,2.493,124.734,128.6875,11.849,32.61,2.077,3.9776,4.0899,4.1878,4.2478,4.2615,4.2682,4.2527,4.2305,4.2063,4.1573,3.663,3.788,3.8955,3.893,2.2599,3.52,3.714,3.801,3.846,33.25,29.75,15.25,3.538,3.731,3.816,3.858,118.98
636,2013-12-23 00:00:00,12.9932,163.57,38.69,127.62,1704.789,110.27,121.488,32.8933,17818.5762,143.92,126.99,68.02,2.673,1.119,1.87,1.882,0.229,0.887,0.07,3.6,1.3,2.975,2.215,4.731,4.228,3.74,3.947,4.121,2.454,1.075,1.738,0.204,1.067,2.964,3.58,2.815,2.595,1.0601,52696.32,0.92,0.9,148.76,386.67,2287682,918.567,5.057459,1.875,124.64,139.75,4.8165,1.798,1.245,1.114,2.493,124.721,129.4375,11.93,32.7242,2.0976,3.9163,4.0309,4.1305,4.1665,4.2186,4.1775,4.2,4.1771,4.1521,4.1028,3.568,3.7234,3.8315,3.893,2.2599,3.447,3.642,3.727,3.77,32.75,29.25,14.88,3.4875,3.683,3.77,3.811,119.16
637,2013-12-20 00:00:00,12.9785,169.63,38.55,127.71,1682.642,110.28,122.127,32.9915,17684.0176,144.04,124.32,68.36,2.674,1.108,1.846,1.87,0.226,0.882,0.067,3.63,1.3,2.98,2.215,4.736,4.221,3.694,3.912,4.106,2.436,1.059,1.715,0.179,1.046,2.944,3.625,2.805,2.565,1.0547,52394.88,0.905,0.885,146.83,386.67,2287682,919.477,5.053646,1.87,124.7,139.92,4.7549,1.78,1.225,1.1,2.484,124.811,130.09375,12.004,32.995,2.0914,3.864,3.9794,4.0809,4.1285,4.1737,4.1315,4.1543,4.131,4.1064,4.0574,3.51,3.6679,3.7831,3.823,2.229,3.44,3.64,3.728,3.771,31.75,29,13.75,3.4415,3.6455,3.7313,3.775,119.27
638,2013-12-19 00:00:00,12.9661,167.79,38.67,127.45,1686.994,110.3,119.846,32.9471,17947.959,144.22,124.2,68.96,2.704,1.138,1.867,1.871,0.217,0.862,0.057,3.63,1.3,2.959,2.215,4.742,4.234,3.78,4.011,4.204,2.443,1.046,1.698,0.195,1.054,2.959,3.63,2.815,2.575,1.0454,52189.13,0.915,0.895,145.96,386.67,2275076,914.547,5.052375,1.87,124.76,139.8,4.8924,1.755,1.21,1.084,2.481,123.464,130.59375,12.122,32.985,2.0727,3.9346,4.0582,4.169,4.218,4.2719,4.2335,4.2549,4.2311,4.2051,4.1553,3.5595,3.7273,3.8413,3.823,2.229,3.474,3.676,3.77,3.819,33.5,29.75,14.5,3.5135,3.7175,3.8105,3.856,119.15
