,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,Ticker,USDMXN Curncy,ASURB MM Equity,BIMBOA MM Equity,CN1 Comdty,CT350188 Curncy,DU1 Comdty,ED749713@BVAL Corp,EMRUEMRU Index,EURMXN3Y Curncy,FB1 Comdty,FEMSAUBD MM Equity,GAPB MM Equity,GCAN10YR Index,GCAN2YR Index,GCAN5YR Index,GECU10YR Index,GECU2YR Index,GECU5YR Index,GETB1 Index,GISR10YR Index,GNGT3M Index,GNOR10YR Index,GNOR5YR Index,GNZGB10 Index,GNZGB5 Index,GS 15 Index,GS 20 Index,GS 30 Index,GSGB10YR Index,GSGB2YR Index,GSGB5YR Index,GSWISS05 Index,GSWISS10 Index,GUKG10 Index,GVSK10YR Index,GVSK2YR Index,GVSK3MON Index,GVTW5YR Index,INDI25 Index,ISDR1 CMPN Curncy,ISDRC CMPN Curncy,LIVEPOLC MM Equity,M6US0CS Index,MXIRPESO Index,MXMB Index,MXUDI Index,NKSW2 CMPN Curncy,OE1 Comdty,RX1 Comdty,S0349FS 5Y5Y BLC Curncy,SK1 COMP Comdty,SKSW2 CMPN Curncy,SL1 COMP Comdty,ST1 COMP Comdty,TT335439@BVAL Corp,US1 COMB Comdty,USDMXNH6M Curncy,USDRUB CMPN Curncy,USDTRY CMPN Curncy,USFS0210 Curncy,USFS0212 Curncy,USFS0215 Curncy,USFS0220 Curncy,USFS0225 Curncy,USFS0230 Curncy,USFS0235 Curncy,USFS0240 Curncy,USFS0245 Curncy,USFS0250 Curncy,USFS027 Curncy,USFS028 Curncy,USFS029 Curncy,USGG30YR Index,USGGBE20 Index,USSA15 ICPL Curncy,USSA20 ICPL Curncy,USSA25 ICPL Curncy,USSA30 ICPL Curncy,USSP15 CMPN Curncy,USSP20 CMPN Curncy,USSP25 CMPN Curncy,USSW15 CMPN Curncy,USSW20 CMPN Curncy,USSW25 CMPN Curncy,USSW30 CMPN Curncy,XQ1 Comdty
1,Date,USDMXN Curncy,ASURB MM Equity,BIMBOA MM Equity,CN1 Comdty,CT350188 Curncy,DU1 Comdty,ED749713@BVAL Corp,EMRUEMRU Index,EURMXN3Y Curncy,FB1 Comdty,FEMSAUBD MM Equity,GAPB MM Equity,GCAN10YR Index,GCAN2YR Index,GCAN5YR Index,GECU10YR Index,GECU2YR Index,GECU5YR Index,GETB1 Index,GISR10YR Index,GNGT3M Index,GNOR10YR Index,GNOR5YR Index,GNZGB10 Index,GNZGB5 Index,GS 15 Index,GS 20 Index,GS 30 Index,GSGB10YR Index,GSGB2YR Index,GSGB5YR Index,GSWISS05 Index,GSWISS10 Index,GUKG10 Index,GVSK10YR Index,GVSK2YR Index,GVSK3MON Index,GVTW5YR Index,INDI25 Index,ISDR1 CMPN Curncy,ISDRC CMPN Curncy,LIVEPOLC MM Equity,M6US0CS Index,MXIRPESO Index,MXMB Index,MXUDI Index,NKSW2 CMPN Curncy,OE1 Comdty,RX1 Comdty,S0349FS 5Y5Y BLC Curncy,SK1 COMP Comdty,SKSW2 CMPN Curncy,SL1 COMP Comdty,ST1 COMP Comdty,TT335439@BVAL Corp,US1 COMB Comdty,USDMXNH6M Curncy,USDRUB CMPN Curncy,USDTRY CMPN Curncy,USFS0210 Curncy,USFS0212 Curncy,USFS0215 Curncy,USFS0220 Curncy,USFS0225 Curncy,USFS0230 Curncy,USFS0235 Curncy,USFS0240 Curncy,USFS0245 Curncy,USFS0250 Curncy,USFS027 Curncy,USFS028 Curncy,USFS029 Curncy,USGG30YR Index,USGGBE20 Index,USSA15 ICPL Curncy,USSA20 ICPL Curncy,USSA25 ICPL Curncy,USSA30 ICPL Curncy,USSP15 CMPN Curncy,USSP20 CMPN Curncy,USSP25 CMPN Curncy,USSW15 CMPN Curncy,USSW20 CMPN Curncy,USSW25 CMPN Curncy,USSW30 CMPN Curncy,XQ1 Comdty
2,2016-05-27 00:00:00,18.4751,289.95,55.4,141.28,424.14,111.85,118.813,66.0342,35645.2148,161.89,169.19,185.3,1.351,0.645,0.777,0.138,-0.515,-0.382,-0.592,1.82,0.56,1.407,0.92,2.566,2.128,2.298,2.526,2.794,0.524,-0.59,-0.163,-0.727,-0.298,1.436,1.775,1.487,1.48,0.577,73710.46,0.102,0.09,203.75,260.57,3266024,1220.204,5.417216,1.02,131.43,164,1.2343,-0.164,-0.3265,-0.425,0.771,120.369,164.3125,13.202,65.82,2.9601,1.9701,2.0757,2.1355,2.2299,2.2649,2.2798,2.2836,2.2765,2.2593,2.228,1.829,1.8854,1.9467,2.6464,1.5214,1.911,2.039,2.102,2.138,-10.63,-18,-31.63,1.943,2.074,2.133,2.1738,124.13
3,2016-05-26 00:00:00,18.4544,284.68,55.29,141.83,427.999,111.845,118.75,65.282,35316.8828,161.8,168.25,183.56,1.329,0.616,0.756,0.146,-0.512,-0.377,-0.607,1.82,0.55,1.426,0.934,2.62,2.171,2.297,2.525,2.79,0.529,-0.6,-0.149,-0.731,-0.302,1.415,1.79,1.487,1.48,0.5809,73003.78,0.102,0.09,202.75,260.38,3259660,1213.797,5.418858,1.035,131.44,164.03,1.2378,-0.153,-0.3265,-0.415,0.782,120.482,164.5625,13.19,65.8443,2.935,1.9485,2.0559,2.1115,2.2213,2.2582,2.2724,2.2728,2.266,2.2528,2.2236,1.816,1.8741,1.9303,2.6464,1.5214,1.914,2.042,2.104,2.139,-10.46,-17.65,-31.43,1.928,2.0575,2.125,2.1598,124.3
4,2016-05-25 00:00:00,18.4852,281.4,56.33,140.98,5392.863,111.825,118.438,65.9242,35680.2227,161.61,166.71,182.83,1.386,0.639,0.792,0.152,-0.504,-0.365,-0.611,1.84,0.54,1.426,0.933,2.687,2.248,2.326,2.546,2.81,0.536,-0.593,-0.158,-0.724,-0.281,1.456,1.787,1.482,1.48,0.5808,72866.83,0.101,0.09,202.31,261.48,3259660,1210.353,5.420501,1.02,131.36,163.9,1.2395,-0.157,-0.3165,-0.418,0.788,119.879,163.59375,13.181,65.4138,2.9373,1.974,2.0605,2.1335,2.219,2.2515,2.2665,2.2905,2.2837,2.2705,2.2412,1.8265,1.9066,1.9599,2.6409,1.5156,1.922,2.047,2.107,2.14,-11.11,-18.4,-32.03,1.955,2.0825,2.1453,2.1785,124.11
5,2016-05-24 00:00:00,18.487,282.81,56.06,141.16,5392.863,111.815,118.5,66.8658,36154.1172,161.58,165,181.61,1.366,0.629,0.772,0.177,-0.5,-0.35,-0.596,1.81,0.53,1.431,0.928,2.695,2.246,2.313,2.524,2.783,0.543,-0.593,-0.173,-0.71,-0.27,1.472,1.767,1.47,1.474,0.5761,72098.08,0.102,0.09,198.46,257.64,3259660,1211.099,5.422145,1.01,131.27,163.51,1.2304,-0.176,-0.3195,-0.433,0.789,119.623,164.0625,13.128,66.2552,2.946,1.976,2.051,2.1305,2.204,2.233,2.248,2.2708,2.2644,2.2522,2.2235,1.824,1.9022,1.9536,2.6634,1.5251,1.942,2.065,2.126,2.158,-11.18,-18.43,-31.94,1.9469,2.0703,2.1305,2.1615,124.24
6,2016-05-23 00:00:00,18.5161,282.02,55.27,141.31,5392.863,111.815,120.188,67.0104,36684.3047,161.55,162.05,182.75,1.351,0.624,0.757,0.176,-0.502,-0.35,-0.579,1.79,0.52,1.43,0.927,2.709,2.262,2.287,2.497,2.765,0.537,-0.598,-0.187,-0.717,-0.274,1.449,1.797,1.482,1.475,0.5817,71493.41,0.102,0.09,199.21,256.42,3259660,1213.379,5.423789,1.01,131.25,163.42,1.2222,-0.191,-0.3345,-0.437,0.784,120.09,164.46875,13.113,67.2158,2.9953,1.9525,2.0488,2.109,2.2065,2.2402,2.2526,2.2533,2.2467,2.2335,2.2045,1.8189,1.8758,1.9292,2.644,1.5129,1.907,2.031,2.092,2.125,-10.81,-18.14,-31.55,1.9245,2.0503,2.112,2.1435,124.27
7,2016-05-20 00:00:00,18.3465,284.96,55.18,141.31,5392.863,111.815,119.188,66.4638,35675.6914,161.58,161.35,184.51,1.348,0.624,0.754,0.165,-0.499,-0.353,-0.581,1.76,0.52,1.419,0.917,2.683,2.223,2.296,2.507,2.77,0.542,-0.593,-0.176,-0.722,-0.271,1.452,1.8,1.482,1.475,0.5868,71352.86,0.1,0.09,198.4,257.05,3259660,1217.166,5.428723,1.015,131.26,163.56,1.2213,-0.176,-0.3195,-0.427,0.794,120.123,164.25,13.106,66.9325,2.9753,1.957,2.034,2.1105,2.2095,2.217,2.229,2.2536,2.2468,2.2338,2.205,1.8035,1.8849,1.9387,2.6286,1.5075,1.912,2.034,2.093,2.123,-10.94,-18.34,-32.18,1.9265,2.0505,2.111,2.1427,124.27
8,2016-05-19 00:00:00,18.4243,284.32,56.95,141.33,5392.863,111.81,118.188,66.4117,35745.2969,161.69,161.84,183.18,1.348,0.623,0.761,0.17,-0.498,-0.354,-0.578,1.76,0.52,1.406,0.903,2.71,2.239,2.306,2.517,2.783,0.532,-0.601,-0.183,-0.738,-0.29,1.439,1.827,1.5,1.479,0.5828,71325.38,0.102,0.09,199.34,255.96,3225499,1218.501,5.430369,0.985,131.29,163.61,1.2183,-0.185,-0.3265,-0.437,0.78,121.031,164.34375,13.103,66.7529,2.9882,1.9625,2.043,2.1155,2.193,2.2225,2.2335,2.261,2.2542,2.2409,2.2119,1.816,1.8963,1.948,2.6286,1.5075,1.913,2.036,2.096,2.128,-11.05,-18.55,-32.35,1.9358,2.0593,2.1188,2.1508,124.24
9,2016-05-18 00:00:00,18.4498,286.3,56.85,140.96,5392.863,111.825,118.25,65.3035,35316.7969,161.7,163.58,186.7,1.367,0.638,0.783,0.168,-0.504,-0.361,-0.581,1.76,0.52,1.412,0.915,2.639,2.173,2.322,2.54,2.801,0.525,-0.602,-0.185,-0.744,-0.298,1.438,1.797,1.482,1.474,0.5715,71319.06,0.094,0.09,202.19,255.43,3225499,1215.037,5.432016,1.015,131.32,163.63,1.1928,-0.179,-0.3145,-0.436,0.771,120.727,163.25,13.098,66.2666,2.9878,1.97,2.0485,2.129,2.2055,2.2385,2.2525,2.2779,2.2704,2.2558,2.2258,1.8135,1.8938,1.9489,2.6417,1.5216,1.902,2.034,2.1,2.136,-11.53,-19.09,-32.95,1.94,2.0673,2.129,2.164,124.18
10,2016-05-17 00:00:00,18.2728,287.54,57.02,141.63,5392.863,111.835,118.938,64.685,34828.8828,162.05,165.01,187.98,1.317,0.583,0.718,0.132,-0.509,-0.378,-0.576,1.7,0.52,1.39,0.899,2.633,2.146,2.243,2.464,2.747,0.506,-0.601,-0.194,-0.748,-0.311,1.37,1.79,1.467,1.466,0.5739,70895.39,0.094,0.09,198.99,258.01,3225499,1215.918,5.432353,0.99,131.42,164.15,1.1687,-0.194,-0.3195,-0.441,0.746,121.494,165.75,13.06,64.79,2.9637,1.9085,1.995,2.071,2.159,2.1945,2.2065,2.2342,2.2274,2.2145,2.1859,1.745,1.8306,1.8879,2.6595,1.556,1.841,1.972,2.038,2.074,-9.23,-16.78,-30.95,1.8878,2.0188,2.0838,2.1203,124.6
11,2016-05-16 00:00:00,18.306,290.26,54.61,141.54,5392.863,111.835,119.063,64.9208,34594.0703,161.94,168.56,186.63,1.313,0.565,0.699,0.143,-0.511,-0.374,-0.567,1.71,0.52,1.408,0.907,2.596,2.115,2.241,2.467,2.743,0.503,-0.604,-0.199,-0.757,-0.302,1.395,1.772,1.455,1.46,0.5698,70970.52,0.099,0.094,194.83,257.44,3225499,1217.777,5.43269,0.99,131.37,163.92,1.1601,-0.188,-0.3165,-0.441,0.751,121.35,165.5625,13.036,64.8354,2.9762,1.893,1.9805,2.065,2.1505,2.186,2.2055,2.226,2.2194,2.2068,2.1786,1.7225,1.8095,1.8679,2.5994,1.5582,1.847,1.982,2.049,2.085,-9.35,-16.9,-31.14,1.8714,2.0066,2.0735,2.111,124.6
12,2016-05-13 00:00:00,18.1705,282.53,54.35,142.01,5392.863,111.84,119.125,65.099,33245.9883,161.94,164.85,184.64,1.272,0.55,0.677,0.124,-0.507,-0.381,-0.573,1.73,0.52,1.385,0.894,2.631,2.137,2.187,2.414,2.71,0.487,-0.599,-0.2,-0.757,-0.302,1.376,1.765,1.45,1.458,0.5654,69938.04,0.098,0,192.23,253.39,3225499,1219.936,5.433701,0.99,131.42,164.19,1.1568,-0.203,-0.3149,-0.445,0.722,121.523,166.71875,13,65.499,2.9704,1.8475,1.934,2.024,2.105,2.145,2.162,2.1874,2.1805,2.167,2.1388,1.667,1.7561,1.8159,2.5486,1.5283,1.82,1.956,2.023,2.06,-8.52,-16.07,-30.46,1.8268,1.964,2.032,2.072,124.64
13,2016-05-12 00:00:00,17.9703,284.1,54.2,141.42,5392.863,111.84,118.813,64.9679,33245.9883,161.72,166.65,181.19,1.317,0.566,0.707,0.154,-0.506,-0.376,-0.564,1.73,0.52,1.378,0.89,2.613,2.111,2.238,2.465,2.743,0.498,-0.601,-0.198,-0.745,-0.285,1.404,1.762,1.427,1.446,0.565,69588.39,0.1,0.025,193.37,256.58,3185017,1212.688,5.434038,1,131.4,163.82,1.155,-0.198,-0.3065,-0.445,0.732,121.338,165.4375,12.982,64.7157,2.9604,1.893,1.981,2.0675,2.1515,2.188,2.205,2.2294,2.2218,2.2077,2.1786,1.7175,1.808,1.8673,2.5486,1.5283,1.855,1.992,2.062,2.101,-9.51,-17.08,-31.5,1.8695,2.005,2.0733,2.111,124.54
14,2016-05-11 00:00:00,17.9924,279.91,55.1,141.76,5392.863,111.84,118.938,66.2107,33458.4297,161.9,163.66,178.14,1.304,0.539,0.683,0.126,-0.51,-0.385,-0.567,1.73,0.52,1.334,0.867,2.609,2.101,2.214,2.44,2.728,0.492,-0.603,-0.201,-0.753,-0.311,1.392,1.765,1.42,1.446,0.5599,70427.6,0.1,0.025,194.68,255.53,3185017,1202.125,5.434375,0.945,131.46,164.18,1.1535,-0.197,-0.3145,-0.44,0.723,121.385,166.1875,12.944,64.882,2.9539,1.8665,1.956,2.0654,2.1541,2.1947,2.185,2.2101,2.2027,2.1891,2.1605,1.682,1.774,1.8363,2.5983,1.5441,1.822,1.96,2.03,2.071,-10.35,-17.55,-31.65,1.8438,1.983,2.0528,2.093,124.69
15,2016-05-10 00:00:00,17.9894,279.78,54.97,141.5,5392.863,111.84,117.5,66.2283,33280.3984,162,163.91,174.72,1.315,0.528,0.683,0.124,-0.509,-0.38,-0.553,1.73,0.52,1.34,0.873,2.594,2.087,2.242,2.47,2.757,0.515,-0.601,-0.176,-0.735,-0.298,1.404,1.769,1.412,1.445,0.565,70639.19,0.1,0.095,189.02,255.85,3185017,1200.483,5.434712,0.95,131.45,164.26,1.1528,-0.17,-0.3155,-0.433,0.754,121.608,165.5625,12.887,66.225,2.9502,1.8925,1.987,2.073,2.1625,2.2025,2.2175,2.2434,2.2355,2.2213,2.192,1.7095,1.8038,1.8662,2.5807,1.5344,1.841,1.98,2.051,2.093,-10.46,-17.65,-31.88,1.8708,2.011,2.0828,2.1225,124.67
16,2016-05-09 00:00:00,18.2024,273.14,54.34,141.48,5392.863,111.85,121.938,66.1425,33533.9375,161.76,161.2,172.66,1.317,0.529,0.688,0.126,-0.516,-0.387,-0.557,1.72,0.52,1.356,0.882,2.635,2.114,2.236,2.464,2.757,0.51,-0.609,-0.151,-0.736,-0.297,1.411,1.767,1.42,1.448,0.5648,69706.78,0.1,0.095,185.23,251.42,3185017,1201.358,5.435049,0.95,131.44,164.05,1.1552,-0.149,-0.3115,-0.428,0.765,120.868,165.46875,12.823,66.5846,2.9448,1.8885,1.978,2.071,2.154,2.1935,2.2115,2.2341,2.2266,2.2133,2.1846,1.6985,1.79,1.8534,2.6122,1.5423,1.844,1.985,2.057,2.099,-10.53,-17.83,-32.18,1.8583,2.0013,2.0703,2.1128,124.62
17,2016-05-06 00:00:00,17.868,270.37,53.45,141.07,5392.863,111.845,121.813,66.1425,32690.4355,161.52,161.57,170.16,1.357,0.56,0.732,0.144,-0.515,-0.375,-0.629,1.74,0.52,1.367,0.89,2.613,2.09,2.26,2.485,2.785,0.513,-0.604,-0.162,-0.742,-0.294,1.418,1.774,1.44,1.468,0.5648,68943.35,0.1,0.025,186.12,254.67,3185017,1202.756,5.436061,0.935,131.4,163.82,1.1526,-0.144,-0.3104,-0.428,0.77,120.877,165.03125,12.776,65.8719,2.9273,1.9135,2.0105,2.089,2.2072,2.2465,2.2375,2.261,2.2532,2.2388,2.2092,1.7425,1.8323,1.893,2.6276,1.5291,1.864,2.005,2.074,2.114,-9.95,-17.29,-31.66,1.8935,2.0315,2.1005,2.14,124.48
18,2016-05-05 00:00:00,17.8928,271.45,52.95,140.96,5392.863,111.825,121.625,65.8217,32729.293,160.94,159.26,169.4,1.356,0.567,0.73,0.161,-0.509,-0.363,-0.614,1.74,0.52,1.417,0.917,2.724,2.176,2.238,2.473,2.757,0.556,-0.605,-0.139,-0.703,-0.267,1.465,1.774,1.44,1.468,0.5659,69729.4,0.1,0.095,186.97,255.25,3056916,1200.887,5.436398,0.945,131.32,163.5,1.158,-0.128,-0.3015,-0.418,0.806,120.864,165.40625,12.674,65.7211,2.9253,1.89,1.985,2.0695,2.157,2.195,2.213,2.2368,2.2293,2.2154,2.1864,1.709,1.8003,1.8633,2.6276,1.5291,1.864,2,2.069,2.108,-9.38,-16.78,-31.3,1.8673,2.0049,2.0757,2.1158,124.43
19,2016-05-04 00:00:00,17.7996,270.51,53.99,140.38,5392.863,111.805,121.875,66.412,32975.6328,160.94,158.72,170.43,1.403,0.58,0.757,0.204,-0.496,-0.331,-0.613,1.76,0.52,1.417,0.917,2.777,2.211,2.272,2.515,2.773,0.556,-0.605,-0.139,-0.724,-0.268,1.526,1.774,1.44,1.468,0.5667,69783.77,0.1,0.125,184.84,253.72,3056916,1197.906,5.436735,0.945,131.18,162.98,1.1578,-0.128,-0.3015,-0.418,0.806,123.174,164.375,12.662,66.795,2.9628,1.9425,2.0305,2.1165,2.1995,2.234,2.257,2.2779,2.27,2.2555,2.2256,1.7615,1.8531,1.9156,2.6029,1.548,1.902,2.039,2.106,2.145,-8.21,-15.7,-30.3,1.9085,2.0458,2.1079,2.155,124.32
20,2016-05-03 00:00:00,17.6115,274.07,52.81,139.64,5392.863,111.8,122.063,64.36,32849.6328,160.99,158.54,172.68,1.461,0.643,0.812,0.2,-0.496,-0.331,-0.62,1.76,0.52,1.448,0.921,2.869,2.284,2.303,2.547,2.797,0.574,-0.601,-0.122,-0.723,-0.278,1.528,1.795,1.452,1.483,0.5717,69274.66,0.102,0.125,188.56,257.25,3056916,1199.071,5.437072,0.945,131.17,163.03,1.1594,-0.116,-0.3045,-0.412,0.822,123.242,163.84375,12.618,66.4624,2.8486,1.9795,2.0685,2.153,2.2365,2.273,2.291,2.3142,2.3063,2.2921,2.2619,1.7995,1.8906,1.9521,2.6322,1.548,1.92,2.058,2.125,2.162,-7.09,-14.63,-29.33,1.9431,2.0812,2.1499,2.1887,123.96
21,2016-05-02 00:00:00,17.2056,271.59,53.26,138.87,5392.863,111.755,122.125,64.36,32210.9531,160.45,158.56,168.76,1.535,0.689,0.884,0.267,-0.476,-0.287,-0.624,1.78,0.52,1.488,0.954,2.848,2.256,2.383,2.635,2.862,0.645,-0.581,-0.05,-0.701,-0.244,1.596,1.807,1.467,1.493,0.5755,69839.36,0.102,0.075,193.22,263.12,3056916,1199.937,5.438324,0.965,130.87,161.86,1.1573,-0.054,-0.2845,-0.395,0.894,123.643,162.1875,12.567,65.1775,2.8037,2.061,2.15,2.2315,2.312,2.3767,2.3904,2.3889,2.3805,2.3663,2.3354,1.888,1.9794,2.0393,2.6578,1.5638,1.968,2.106,2.174,2.213,-6.83,-14.53,-29.23,2.0188,2.1545,2.2239,2.26,123.67
22,2016-04-29 00:00:00,17.177,264.21,52.45,139.16,5392.863,111.765,121.188,64.36,31835.4375,160.75,160.08,162.1,1.513,0.692,0.88,0.271,-0.484,-0.288,-0.618,1.84,0.52,1.502,0.96,2.85,2.254,2.33,2.582,2.818,0.631,-0.597,-0.058,-0.693,-0.236,1.596,1.795,1.465,1.493,0.5755,69839.36,0.101,0.125,195.57,263.08,3056916,1200.802,5.442083,0.99,130.85,161.88,1.1573,-0.043,-0.2795,-0.39,0.894,123.905,163.3125,12.56,64.695,2.7956,2.008,2.101,2.1785,2.265,2.299,2.313,2.3382,2.3303,2.3169,2.2869,1.843,1.9301,1.9901,2.6781,1.621,1.968,2.106,2.174,2.213,-7.1,-14.68,-29.29,1.975,2.11,2.1758,2.2138,123.74
23,2016-04-28 00:00:00,17.271,265.19,52.12,139.28,5392.863,111.81,121.188,64.9183,31604.9023,160.91,161.09,158,1.477,0.672,0.853,0.257,-0.496,-0.31,-0.609,1.84,0.54,1.448,0.903,2.851,2.263,2.326,2.581,2.82,0.64,-0.597,-0.04,-0.697,-0.255,1.608,1.8,1.462,1.493,0.5745,70291.93,0.101,0.095,193.95,263.37,3097519,1196.778,5.443336,0.95,131.08,162.36,1.1578,-0.032,-0.2865,-0.394,0.895,124.166,162.75,12.528,64.7604,2.8139,1.9995,2.0905,2.1745,2.26,2.295,2.313,2.3374,2.3297,2.316,2.2859,1.8265,1.9163,1.9772,2.6781,1.621,1.971,2.107,2.176,2.215,-7.33,-15.15,-29.8,1.9645,2.1038,2.1703,2.2088,123.71
24,2016-04-27 00:00:00,17.3149,262.85,51.57,139.24,5392.863,111.805,120.813,65.176,31390.1934,160.43,159.14,157.4,1.499,0.678,0.882,0.286,-0.494,-0.299,-0.609,1.84,0.52,1.459,0.924,2.896,2.279,2.351,2.602,2.838,0.644,-0.602,-0.054,-0.694,-0.225,1.627,1.81,1.467,1.493,0.5754,70557.14,0.103,0.125,193.97,266.93,3097519,1187.171,5.44459,0.96,130.97,161.85,1.1703,-0.036,-0.2795,-0.387,0.927,123.643,162.6875,12.501,65.1298,2.8184,2.026,2.114,2.1985,2.283,2.318,2.336,2.36,2.3519,2.3376,2.307,1.85,1.9401,2.0012,2.6796,1.6053,1.997,2.133,2.197,2.233,-7.7,-15.2,-29.63,1.9868,2.1255,2.1925,2.2323,123.62
25,2016-04-26 00:00:00,17.3709,256.91,50.32,138.59,5392.863,111.795,120.125,66.515,31566.5332,160.32,161.82,156.34,1.551,0.697,0.934,0.299,-0.491,-0.287,-0.615,1.85,0.52,1.439,0.91,2.909,2.292,2.418,2.649,2.901,0.693,-0.599,-0.032,-0.693,-0.222,1.66,1.812,1.465,1.493,0.575,70557.14,0.103,0.075,187.38,262.64,3097519,1185.238,5.445844,0.96,130.88,161.63,1.1689,-0.019,-0.2745,-0.373,0.972,123.177,161.21875,12.495,65.36,2.8214,2.0965,2.1775,2.261,2.336,2.368,2.387,2.409,2.401,2.3872,2.3562,1.924,2.0127,2.0694,2.7008,1.5803,2.033,2.166,2.229,2.264,-9.16,-16.5,-30.65,2.0435,2.1775,2.243,2.2803,123.43
26,2016-04-25 00:00:00,17.5632,256.35,49.95,138.69,5392.863,111.81,120.875,66.7592,31784.8809,160.38,163.8,159.6,1.543,0.698,0.924,0.264,-0.5,-0.309,-0.619,1.81,0.52,1.389,0.872,2.866,2.258,2.401,2.631,2.867,0.674,-0.603,-0.043,-0.693,-0.23,1.608,1.832,1.475,1.497,0.5675,70356.96,0.103,0.025,191.08,259.06,3097519,1186.01,5.447098,0.955,131.03,162.18,1.1656,-0.028,-0.2765,-0.376,0.962,123.186,161.9375,12.54,66.5686,2.8442,2.0535,2.161,2.219,2.321,2.351,2.367,2.3902,2.3821,2.3682,2.3374,1.9095,1.9953,2.0538,2.7539,1.5804,1.996,2.128,2.193,2.229,-8.86,-16.06,-30.08,2.0293,2.163,2.227,2.2635,123.5
27,2016-04-22 00:00:00,17.4747,251.94,50.02,139.19,5392.863,111.815,120.938,66.24,31328.5137,161.28,163.83,157.49,1.516,0.679,0.895,0.231,-0.502,-0.332,-0.62,1.82,0.53,1.364,0.842,2.866,2.25,2.371,2.599,2.852,0.647,-0.601,-0.056,-0.706,-0.262,1.6,1.83,1.496,1.498,0.5671,69686.19,0.103,0.095,190.14,261.89,3097519,1188.648,5.450862,0.94,131.1,162.49,1.1634,-0.035,-0.2745,-0.376,0.933,122.634,162.46875,12.538,66.5518,2.8489,2.0485,2.1335,2.213,2.2915,2.324,2.346,2.3637,2.3558,2.3416,2.311,1.881,1.9665,2.0244,2.707,1.5525,1.967,2.1,2.162,2.197,-8.89,-15.63,-30.38,2.0038,2.1363,2.201,2.2373,123.69
28,2016-04-21 00:00:00,17.4701,250.47,50.62,139.71,5392.863,111.8,121.188,65.4192,31486.5566,161.14,163.05,155.16,1.453,0.636,0.824,0.239,-0.486,-0.311,-0.621,1.82,0.51,1.353,0.836,2.862,2.247,2.353,2.585,2.814,0.608,-0.608,-0.075,-0.727,-0.276,1.591,1.825,1.504,1.5,0.5636,70425.03,0.103,0.095,190.24,258.43,3121016,1191.748,5.452118,0.935,131.02,162.49,1.166,-0.065,-0.2965,-0.392,0.873,123.395,162.6875,12.527,66.853,2.8329,2.0195,2.1217,2.1855,2.2855,2.2915,2.317,2.3331,2.3254,2.3116,2.2815,1.847,1.9341,1.994,2.707,1.5525,1.981,2.113,2.178,2.214,-9.38,-16.6,-30.65,1.9752,2.1086,2.173,2.2102,123.99
29,2016-04-20 00:00:00,17.2782,256.27,50.5,139.94,5392.863,111.83,120.563,65.8846,31218.5645,162.19,162.68,155.32,1.335,0.625,0.804,0.153,-0.505,-0.365,-0.625,1.78,0.51,1.292,0.806,2.834,2.235,2.325,2.553,2.782,0.522,-0.613,-0.11,-0.768,-0.335,1.482,1.8,1.493,1.498,0.5617,70988.24,0.103,0.095,189.4,259.58,3121016,1191.245,5.453373,0.91,131.33,163.68,1.1532,-0.094,-0.2995,-0.406,0.788,122.979,163.40625,12.54,65.1733,2.8129,1.961,2.088,2.1265,2.246,2.2775,2.294,2.3144,2.3066,2.293,2.2631,1.8375,1.9203,1.9788,2.6842,1.5403,1.91,2.041,2.105,2.141,-8.41,-15.6,-29.4,1.9621,2.0943,2.1591,2.1947,124.04
30,2016-04-19 00:00:00,17.31,257.75,50.18,140.08,5392.863,111.83,120.563,65.6725,31314.002,161.99,163.16,159.16,1.327,0.615,0.795,0.169,-0.504,-0.361,-0.609,1.79,0.52,1.308,0.79,2.856,2.247,2.27,2.483,2.723,0.532,-0.612,-0.108,-0.763,-0.326,1.508,1.837,1.512,1.504,0.5813,71275.96,0.103,0.095,188.05,257.51,3121016,1193.678,5.454629,0.905,131.28,163.24,1.1531,-0.088,-0.2915,-0.401,0.804,122.99,165.0625,12.536,65.897,2.831,1.938,2.0413,2.1045,2.2046,2.2389,2.225,2.2521,2.2446,2.2304,2.2009,1.7864,1.8515,1.9095,2.6538,1.53,1.874,2.006,2.071,2.107,-8.9,-15.98,-29.63,1.9005,2.032,2.0963,2.1325,124.18
